utterance_id,timestamp,channel,device_type,region,language,utterance_text,asr_confidence,duration_seconds,intent,split
utt_ng_385e2c95,2026-03-04T21:30:40,whatsapp_voice_note,android,Ibadan,en,I need to reset my password,0.823,9,reset_password_login_help,train
utt_ng_7c676f5e,2026-03-04T05:35:40,voice_call,android,Kano,mixed,Mo want to speak to agent,0.866,4,speak_to_agent,train
utt_ng_4c575302,2026-03-04T13:03:40,voice_call,android,Delta,mixed,Se mo le apply?,0.834,6,service_eligibility,train
utt_ng_926ff6b4,2026-03-11T00:25:40,whatsapp_voice_note,ios,Delta,en,Book appointment for me,0.718,10,appointment_booking,train
utt_ng_cb82b8e2,2026-03-09T11:01:40,mobile_app_voice,ios,Oyo,en,Help me reset my password,0.748,6,reset_password_login_help,train
utt_ng_fd3a1025,2026-03-07T07:56:40,mobile_app_voice,android,Enugu,mixed,Mo fe change date abeg,0.704,7,cancel_or_reschedule_appointment,train
utt_ng_cbb08281,2026-02-16T11:21:40,mobile_app_voice,android,Abuja,mixed,Mo fe change date,0.947,3,cancel_or_reschedule_appointment,train
utt_ng_f440f6c7,2026-02-24T15:57:40,ivr,feature_phone,Rivers,mixed,Mo want to cancel,0.716,8,cancel_or_reschedule_appointment,train
utt_ng_45068704,2026-03-01T00:45:40,voice_call,ios,Rivers,mixed,Mo want to correct,0.723,7,update_application_details,train
utt_ng_e6c4c28b,2026-03-11T19:44:40,whatsapp_voice_note,web,Kano,mixed,Mo need to complain,0.808,10,complaint_or_support_ticket,train
utt_ng_0092b981,2026-03-05T14:04:40,ivr,android,Kano,en,What is the cost for driving license?,0.755,5,fees_information,train
utt_ng_88e2f8a1,2026-03-08T08:49:40,voice_call,feature_phone,Enugu,yo,Kini awọn dokumẹnti ti mo gbọdọ prepare?,0.845,4,requirements_information,train
utt_ng_76087944,2026-02-24T04:50:40,ivr,ios,Lagos,mixed,Mo fe connect to person,0.858,12,speak_to_agent,train
utt_ng_f4707e35,2026-03-08T00:32:40,ivr,web,Port Harcourt,yo,Mo fe mọ awọn requirements,0.762,6,requirements_information,train
utt_ng_d42534b8,2026-02-20T08:48:40,whatsapp_voice_note,web,Enugu,mixed,Mo need to reschedule,0.699,11,cancel_or_reschedule_appointment,train
utt_ng_abac5071,2026-03-01T16:07:40,ivr,web,Kano,mixed,Mo want to report,0.719,11,complaint_or_support_ticket,train
utt_ng_4e39f662,2026-03-10T00:22:40,voice_call,ios,Kano,yo,Status ti application mi ni kini?,0.893,6,check_application_status,train
utt_ng_0454f2f8,2026-03-11T10:52:40,mobile_app_voice,web,Kano,en,I need to make an appointment,0.86,12,appointment_booking,train
utt_ng_010c0c30,2026-02-14T19:24:40,voice_call,web,Kaduna,yo,Se mo le wo ipo ti aplikasiyo mi?,0.882,8,check_application_status,train
utt_ng_b26ab4e5,2026-02-18T19:55:40,whatsapp_voice_note,ios,Enugu,mixed,Uplodko work,0.884,10,document_upload_help,train
utt_ng_ac97063e,2026-02-21T17:35:40,ivr,ios,Kaduna,mixed,Mo fe mọ se mo qualify,0.696,11,service_eligibility,train
utt_ng_23f86451,2026-02-18T03:50:40,voice_call,web,Delta,mixed,Mo fe change appointment mi,0.907,11,cancel_or_reschedule_appointment,train
utt_ng_4663ed73,2026-02-13T05:52:40,ivr,android,Oyo,yo,Mo fe bẹrẹ aplikasiyo fun ID card,0.942,3,start_new_application,train
utt_ng_aa538afa,2026-02-23T03:51:40,mobile_app_voice,web,Ibadan,mixed,Mo want to cancel,0.886,12,cancel_or_reschedule_appointment,train
utt_ng_38b4bc2d,2026-03-01T10:41:40,voice_call,android,Abuja,mixed,Mo fe speak to person,0.72,10,speak_to_agent,train
utt_ng_94b37f9c,2026-03-06T15:44:40,whatsapp_voice_note,ios,Lagos,en,Can you help with payment?,0.825,9,payment_help,train
utt_ng_0282e954,2026-03-05T21:13:40,mobile_app_voice,web,Enugu,mixed,Mo fe change information,0.694,8,update_application_details,train
utt_ng_0c09908c,2026-03-13T01:32:40,ivr,web,Lagos,mixed,Mo fe report problem,0.764,4,complaint_or_support_ticket,train
utt_ng_86cdde1f,2026-02-14T03:51:40,voice_call,android,Delta,yo,Mo fe check status mi,0.817,7,check_application_status,train
utt_ng_05a599c6,2026-03-07T21:22:40,mobile_app_voice,ios,Enugu,yo,Mo fe mọ ipo ti aplikasiyo mi,0.791,9,check_application_status,train
utt_ng_96622542,2026-03-09T10:03:40,ivr,android,Enugu,mixed,Mo fe change date,0.756,8,cancel_or_reschedule_appointment,train
utt_ng_169d70b5,2026-03-10T13:04:40,whatsapp_voice_note,android,Delta,yo,"Ehen,Mo need to start aplikashon abeg",0.678,12,start_new_application,train
utt_ng_0c169b16,2026-03-10T05:29:40,voice_call,android,Port Harcourt,yo,Ipo ti mo submit ni kini?,0.871,6,check_application_status,train
utt_ng_53dca5c9,2026-03-03T02:52:40,mobile_app_voice,android,Port Harcourt,yo,Bawo ni mo se le apply?,0.894,4,start_new_application,train
utt_ng_52e1a6ac,2026-02-27T06:08:40,mobile_app_voice,ios,Kaduna,mixed,Mo fe change information,0.822,11,update_application_details,train
utt_ng_1bfc3182,2026-02-18T08:46:40,voice_call,web,Kaduna,mixed,Mo fe mọ se mo qualify,0.895,9,service_eligibility,train
utt_ng_2e59f28c,2026-02-24T09:00:40,voice_call,android,Oyo,mixed,Mo want to report,0.804,4,complaint_or_support_ticket,train
utt_ng_b3238917,2026-02-13T18:04:40,ivr,feature_phone,Lagos,en,"Ehen, How much is it?",0.686,11,fees_information,train
utt_ng_93cb15cd,2026-02-19T09:27:40,mobile_app_voice,ios,Ibadan,en,I need payment assistance,0.891,8,payment_help,train
utt_ng_e877b570,2026-03-13T21:24:40,ivr,web,Abuja,mixed,Se mo le apply?,0.675,3,service_eligibility,train
utt_ng_976ac16c,2026-02-28T23:16:40,whatsapp_voice_note,web,Port Harcourt,mixed,Mo fe update details mi,0.758,3,update_application_details,train
utt_ng_267644fb,2026-02-17T10:17:40,whatsapp_voice_note,ios,Abuja,en,Can you help with payment?,0.74,9,payment_help,train
utt_ng_8a4ab7e2,2026-03-10T01:47:40,voice_call,feature_phone,Oyo,mixed,Mo need to reshedule,0.736,7,cancel_or_reschedule_appointment,train
utt_ng_bda138b2,2026-03-07T00:08:40,whatsapp_voice_note,web,Rivers,mixed,Mo fe change information,0.853,3,update_application_details,train
utt_ng_a0ccacb5,2026-03-12T04:13:40,voice_call,web,Delta,en,Can't log in,0.887,8,reset_password_login_help,train
utt_ng_a1f135c3,2026-03-07T16:24:40,ivr,android,Kano,yo,Se mo le wo ipo ti aplikasiyo mi?,0.754,10,check_application_status,train
utt_ng_e7f5e933,2026-02-23T21:41:40,voice_call,web,Ibadan,en,My password is not working,0.938,5,reset_password_login_help,train
utt_ng_a325518b,2026-03-07T13:57:40,voice_call,web,Kaduna,mixed,Mo fe change date,0.901,7,cancel_or_reschedule_appointment,train
utt_ng_dc0660f8,2026-03-03T22:20:40,voice_call,feature_phone,Rivers,yo,Se mo le bẹrẹ aplikasiyo tuntun?,0.886,11,start_new_application,train
utt_ng_7b038b16,2026-03-11T10:16:40,mobile_app_voice,ios,Port Harcourt,mixed,Mo have problem pẹlu upload,0.791,5,document_upload_help,train
utt_ng_3cba5f02,2026-02-27T19:59:40,ivr,web,Ibadan,mixed,Upload ko work,0.731,5,document_upload_help,train
utt_ng_40a04025,2026-03-11T05:21:40,ivr,web,Oyo,en,Payement problem,0.709,8,payment_help,train
utt_ng_101c7cd6,2026-03-01T07:57:40,ivr,android,Enugu,mixed,Mo want to correct,0.932,12,update_application_details,train
utt_ng_2ff3a01f,2026-02-19T01:37:40,ivr,ios,Kano,en,I forgot my password,0.797,10,reset_password_login_help,train
utt_ng_8e1d2717,2026-02-23T10:26:40,whatsapp_voice_note,web,Port Harcourt,yo,Kini awọn nkan ti mo nilo fun passport?,0.883,4,requirements_information,train
utt_ng_d0cf8c8b,2026-02-25T07:58:40,whatsapp_voice_note,feature_phone,Delta,mixed,Mo have problem pẹlu upload,0.74,11,document_upload_help,train
utt_ng_f251826d,2026-02-22T13:49:40,mobile_app_voice,feature_phone,Kano,mixed,Mo need to reschedule,0.673,4,cancel_or_reschedule_appointment,train
utt_ng_54eb8d5c,2026-02-28T12:38:40,whatsapp_voice_note,android,Rivers,en,What is the application fee?,0.804,7,fees_information,train
utt_ng_be57f0ae,2026-02-28T07:15:40,voice_call,android,Delta,en,I'm having payment issues,0.719,12,payment_help,train
utt_ng_b0c90b12,2026-03-12T20:12:40,whatsapp_voice_note,android,Lagos,en,How much is the fee? please,0.812,11,fees_information,val
utt_ng_117927d8,2026-02-28T23:40:40,voice_call,android,Enugu,yo,Kini awọn nkan ti mo nilo fun passport?,0.779,6,requirements_information,val
utt_ng_4cf6daca,2026-02-23T23:25:40,mobile_app_voice,web,Lagos,mixed,Mo fe cancel appointment mi,0.778,3,cancel_or_reschedule_appointment,val
utt_ng_64b63e56,2026-03-14T11:48:40,voice_call,android,Rivers,en,Payment not working,0.768,9,payment_help,val
utt_ng_7f97c7f3,2026-02-14T23:37:40,whatsapp_voice_note,ios,Kano,mixed,Mo want to cancel,0.659,9,cancel_or_reschedule_appointment,val
utt_ng_9306574c,2026-03-15T04:10:40,whatsapp_voice_note,ios,Abuja,yo,Mo need to start application,0.861,4,start_new_application,val
utt_ng_c2c40f43,2026-03-12T22:23:40,ivr,android,Rivers,mixed,Mo want to speak to agent abeg,0.696,11,speak_to_agent,val
utt_ng_70b66945,2026-02-15T23:05:40,ivr,android,Abuja,mixed,Mo fe mọ price,0.914,10,fees_information,val
utt_ng_ecd6ba20,2026-03-02T12:19:40,mobile_app_voice,android,Kano,yo,Mo fe mọ awọn requirements,0.738,3,requirements_information,val
utt_ng_ddc9c09d,2026-02-26T05:00:40,voice_call,ios,Oyo,mixed,Se mo can get service?,0.871,4,service_eligibility,val
utt_ng_8768199b,2026-02-18T20:50:40,whatsapp_voice_note,web,Abuja,en,Book me an appointment,0.799,11,appointment_booking,val
utt_ng_5a75fcd6,2026-03-10T09:50:40,ivr,web,Port Harcourt,yo,Mo fe apply fun passport,0.764,6,start_new_application,val
utt_ng_b03507e1,2026-02-21T22:02:40,mobile_app_voice,android,Lagos,en,I forgot password,0.837,3,reset_password_login_help,val
utt_ng_ad244e26,2026-02-24T23:27:40,mobile_app_voice,web,Abuja,mixed,Mo fe connect to person,0.798,12,speak_to_agent,val
utt_ng_8915ab15,2026-03-06T11:12:40,whatsapp_voice_note,feature_phone,Lagos,yo,Mo fe wo ipo ti aplikasiyo mi,0.759,7,check_application_status,val
utt_ng_6405fb10,2026-02-12T23:52:40,mobile_app_voice,android,Delta,mixed,Se mo can get service?,0.853,4,service_eligibility,val
utt_ng_8f131c1c,2026-03-01T07:10:40,voice_call,android,Kano,yo,Mo fe mọ ipo mi,0.694,12,check_application_status,val
utt_ng_a58bc6f6,2026-02-22T17:57:40,ivr,ios,Port Harcourt,mixed,Se mo le apply?,0.702,12,service_eligibility,val
utt_ng_82b2a2bb,2026-02-24T05:58:40,whatsapp_voice_note,android,Delta,yo,Mo fe mọ ipo ti aplikasiyo mi,0.843,9,check_application_status,val
utt_ng_1846a870,2026-02-15T10:37:40,mobile_app_voice,android,Kaduna,mixed,Bawo ni mo se le upload document?,0.747,3,document_upload_help,val
utt_ng_72407041,2026-03-02T16:29:40,ivr,android,Kaduna,mixed,Mo have problem pẹlu uploading,0.93,7,document_upload_help,val
utt_ng_ff2c8725,2026-03-05T07:16:40,voice_call,web,Kano,en,I need help with my payment,0.839,3,payment_help,val
utt_ng_5870f984,2026-02-18T00:09:40,whatsapp_voice_note,web,Delta,mixed,Mo fe cancel appointment mi,0.775,12,cancel_or_reschedule_appointment,val
utt_ng_7906fe0b,2026-02-20T20:34:40,voice_call,android,Kano,mixed,Se mo eligible fun passport?,0.934,9,service_eligibility,val
utt_ng_170b8128,2026-02-27T16:18:40,voice_call,android,Rivers,mixed,Mo want to report,0.883,4,complaint_or_support_ticket,val
utt_ng_294ffb97,2026-03-08T00:50:40,ivr,android,Rivers,mixed,Mo have issue,0.848,12,complaint_or_support_ticket,val
utt_ng_9ef84a03,2026-02-19T21:08:40,mobile_app_voice,ios,Oyo,yo,"Ehen, Elo ni owo ti passport? now",0.831,9,fees_information,val
utt_ng_11c32ee3,2026-02-22T13:43:40,voice_call,feature_phone,Kaduna,en,I paid but not confirmed,0.878,9,payment_help,val
utt_ng_0ed882e0,2026-03-09T12:45:40,whatsapp_voice_note,feature_phone,Kano,en,How much is it?,0.803,7,fees_information,val
utt_ng_99dd57e1,2026-02-14T17:39:40,mobile_app_voice,feature_phone,Kano,mixed,Mo need to reschedule,0.804,8,cancel_or_reschedule_appointment,val
utt_ng_031539e2,2026-03-07T14:01:40,ivr,web,Lagos,yo,Mo fe mọ awọn requirements,0.817,9,requirements_information,val
utt_ng_3522ee8f,2026-03-07T21:50:40,voice_call,ios,Port Harcourt,en,I need to know the cost,0.915,9,fees_information,val
utt_ng_5db51144,2026-03-14T11:41:40,mobile_app_voice,android,Kano,yo,Status ti aplikasiyo mi ni kini?,0.834,10,check_application_status,val
utt_ng_b10f0983,2026-02-23T14:10:40,voice_call,ios,Lagos,mixed,Se mo le apply?,0.722,6,service_eligibility,val
utt_ng_57a73051,2026-02-15T13:27:40,ivr,android,Delta,en,How much do I need to pay?,0.907,11,fees_information,val
utt_ng_0472bb73,2026-03-13T16:45:40,voice_call,android,Kano,en,I need to change my password,0.743,4,reset_password_login_help,val
utt_ng_67b8e1ab,2026-03-04T07:03:40,mobile_app_voice,web,Ibadan,yo,Mo need to know elo ni owo,0.895,7,fees_information,val
utt_ng_0a351023,2026-03-14T20:43:40,whatsapp_voice_note,android,Abuja,mixed,Se mo le apply?,0.685,7,service_eligibility,val
utt_ng_94629373,2026-02-15T19:05:40,ivr,web,Enugu,en,I want to schedule,0.844,10,appointment_booking,val
utt_ng_4caf1ba2,2026-03-02T10:11:40,mobile_app_voice,feature_phone,Kano,mixed,Mo want to correct,0.776,9,update_application_details,val
utt_ng_6a0f85f9,2026-02-14T11:45:40,mobile_app_voice,android,Kaduna,yo,Mo fe check status mi,0.895,7,check_application_status,val
utt_ng_4f73bfb0,2026-03-04T11:58:40,ivr,web,Kano,mixed,Mo need to reschedule,0.651,9,cancel_or_reschedule_appointment,val
utt_ng_10037917,2026-03-07T21:35:40,voice_call,android,Kano,yo,Bawoni mo se le apply,0.867,11,start_new_application,val
utt_ng_6247b36c,2026-02-15T05:52:40,ivr,ios,Kaduna,en,Help me reset my password,0.656,9,reset_password_login_help,val
utt_ng_a0a11a78,2026-02-22T04:27:40,voice_call,android,Enugu,yo,Ipo ti mo submit ni kini?,0.834,4,check_application_status,val
utt_ng_d52c8493,2026-03-06T16:53:40,voice_call,android,Port Harcourt,yo,Se application mi ti ready?,0.834,9,check_application_status,val
utt_ng_2c311dd0,2026-03-04T20:07:40,whatsapp_voice_note,feature_phone,Port Harcourt,en,I want to schedule an appointment,0.773,9,appointment_booking,val
utt_ng_6fcffac2,2026-03-14T14:33:40,mobile_app_voice,android,Delta,yo,Mo fe bẹrẹ application fun driving license,0.709,7,start_new_application,val
utt_ng_75db5d02,2026-02-17T15:25:40,mobile_app_voice,web,Abuja,en,I forgot password,0.719,4,reset_password_login_help,val
utt_ng_b425c9f7,2026-03-07T09:17:40,ivr,ios,Oyo,mixed,Mo fe make complaint,0.689,6,complaint_or_support_ticket,val
utt_ng_f9ed088c,2026-03-11T13:04:40,voice_call,ios,Port Harcourt,yo,Mo fe mọ awọn requirements,0.937,10,requirements_information,val
utt_ng_f959843d,2026-02-12T16:33:40,mobile_app_voice,ios,Rivers,en,I need to reset my pass,0.894,3,reset_password_login_help,val
utt_ng_381aab4c,2026-02-24T15:54:40,whatsapp_voice_note,web,Enugu,yo,Kini o nilo fun aplikasiyo?,0.855,3,requirements_information,val
utt_ng_42fdca83,2026-02-20T08:12:40,voice_call,web,Rivers,yo,Kini awọn nkan ti mo gbọdọ have?,0.7,4,requirements_information,val
utt_ng_5cc4b18f,2026-03-12T21:00:40,whatsapp_voice_note,web,Lagos,en,How can I book an appointment?,0.832,11,appointment_booking,val
utt_ng_0837bb2c,2026-02-25T23:18:40,mobile_app_voice,web,Abuja,mixed,Mo need iranlowo lati upload dokument,0.846,4,document_upload_help,val
utt_ng_56e7333a,2026-03-10T23:41:40,ivr,android,Abuja,yo,Mo fe mọ awọn nkan ti mo nilo,0.91,8,requirements_information,val
utt_ng_77d1c2f8,2026-03-10T04:12:40,whatsapp_voice_note,android,Oyo,yo,Mo fe start application tuntun,0.665,4,start_new_application,val
utt_ng_f365a951,2026-03-07T09:23:40,mobile_app_voice,ios,Delta,en,Help me with payment,0.686,4,payment_help,val
utt_ng_63eab546,2026-02-25T07:09:40,whatsapp_voice_note,android,Enugu,mixed,Mo fe talk to customer service,0.657,8,speak_to_agent,val
utt_ng_f6a7cf57,2026-03-02T06:54:40,voice_call,ios,Oyo,mixed,Mo fe change information,0.675,9,update_application_details,val
utt_ng_3999298b,2026-02-28T23:46:40,whatsapp_voice_note,ios,Lagos,mixed,Mo fe mọ se mo qualify,0.924,9,service_eligibility,val
utt_ng_91873036,2026-02-21T01:40:40,whatsapp_voice_note,android,Kaduna,yo,Semo le wo ipo ti aplikasiyo mi?,0.81,10,check_application_status,val
utt_ng_4d0bed5e,2026-03-01T18:22:40,ivr,web,Ibadan,mixed,Mo want to cancel o,0.805,4,cancel_or_reschedule_appointment,val
utt_ng_f5be2ecb,2026-02-17T14:05:40,ivr,ios,Kano,mixed,Mo fe update details mi,0.774,12,update_application_details,val
utt_ng_d12d1821,2026-02-25T16:59:40,whatsapp_voice_note,feature_phone,Enugu,mixed,Mo need to update,0.892,10,update_application_details,val
utt_ng_f29011ae,2026-02-22T11:56:40,ivr,ios,Abuja,mixed,Mo fe change appointment mi,0.705,8,cancel_or_reschedule_appointment,val
utt_ng_baf14a55,2026-02-23T07:00:40,mobile_app_voice,android,Kano,yo,Bawo ni mo se le wo ipo ti aplikasiyo mi?,0.914,5,check_application_status,val
utt_ng_c95c5ee1,2026-02-16T03:21:40,ivr,ios,Oyo,mixed,Mo need iranlowo lati upload document,0.799,10,document_upload_help,val
utt_ng_928e89ac,2026-03-14T17:24:40,voice_call,android,Port Harcourt,mixed,Bawo ni mo se le upload document!,0.756,3,document_upload_help,val
utt_ng_31fea617,2026-03-15T01:08:40,whatsapp_voice_note,ios,Lagos,yo,Mo fe bẹrẹ application fun driving license,0.922,10,start_new_application,val
utt_ng_241d5e21,2026-03-09T23:48:40,ivr,android,Rivers,mixed,Mo fe talk to customer service,0.717,6,speak_to_agent,val
utt_ng_ad5f24ba,2026-02-19T16:04:40,mobile_app_voice,feature_phone,Port Harcourt,mixed,Mo want to correct,0.705,11,update_application_details,val
utt_ng_9b785860,2026-03-07T02:02:40,mobile_app_voice,ios,Kano,mixed,Mo fe make complaint,0.859,7,complaint_or_support_ticket,val
utt_ng_acf30c32,2026-03-13T18:31:40,ivr,ios,Lagos,en,Can I book an appointment?,0.883,6,appointment_booking,val
utt_ng_8514090d,2026-02-14T11:57:40,voice_call,android,Kano,en,Help me with payment,0.677,10,payment_help,val
utt_ng_ae0f5cf8,2026-02-24T04:14:40,mobile_app_voice,feature_phone,Rivers,yo,Mo fe bẹrẹ application tuntun,0.858,8,start_new_application,val
utt_ng_71ada520,2026-03-05T04:45:40,voice_call,web,Oyo,mixed,Mo fe update details mi,0.902,9,update_application_details,val
utt_ng_c3a64305,2026-02-17T21:33:40,ivr,android,Enugu,en,I want to book appointment,0.844,10,appointment_booking,val
utt_ng_66c3260f,2026-03-06T04:04:40,voice_call,android,Ibadan,en,What is the cost for driving license?,0.713,12,fees_information,val
utt_ng_d0535401,2026-03-08T14:59:40,mobile_app_voice,feature_phone,Kano,mixed,Mo fe connect to person,0.821,11,speak_to_agent,test
utt_ng_0ecf0e98,2026-03-12T12:37:40,mobile_app_voice,ios,Ibadan,mixed,Mo want to correct,0.839,8,update_application_details,test
utt_ng_6b0f87d2,2026-02-25T11:57:40,ivr,web,Delta,mixed,Se mo eligible fun passport?,0.786,7,service_eligibility,test
utt_ng_ff960c61,2026-03-04T07:07:40,ivr,ios,Kaduna,mixed,Mo fe cancel appointment mi,0.932,5,cancel_or_reschedule_appointment,test
utt_ng_72228c54,2026-03-11T05:03:40,ivr,android,Ibadan,mixed,Mo want to speak to agent,0.787,4,speak_to_agent,test
utt_ng_76757287,2026-03-06T13:50:40,ivr,android,Port Harcourt,en,I need help with my payment now please,0.674,5,payment_help,test
utt_ng_faae6ee9,2026-03-10T05:22:40,mobile_app_voice,feature_phone,Ibadan,mixed,Mo want to speak to agent abeg,0.848,11,speak_to_agent,test
utt_ng_283bcf56,2026-03-02T15:19:40,ivr,web,Enugu,mixed,Bawo ni mo se le upload document?,0.79,10,document_upload_help,test
utt_ng_ff7c0e46,2026-03-13T10:04:40,ivr,android,Ibadan,yo,Mo fe bẹrẹ application tuntun,0.707,9,start_new_application,test
utt_ng_312beacc,2026-02-23T21:57:40,ivr,ios,Oyo,en,My payment is not going through,0.694,3,payment_help,test
utt_ng_117f14b5,2026-02-24T23:55:40,mobile_app_voice,android,Lagos,en,I need payment assistance,0.873,4,payment_help,test
utt_ng_2e7d284b,2026-02-18T01:23:40,ivr,ios,Lagos,mixed,Se mo can get service?,0.887,6,service_eligibility,test
utt_ng_f0869d17,2026-02-22T11:55:40,mobile_app_voice,ios,Oyo,yo,Status ti application mi ni kini?,0.907,6,check_application_status,test
utt_ng_7e0c5010,2026-02-26T19:39:40,voice_call,android,Abuja,en,How much does it cost?,0.79,3,fees_information,test
utt_ng_c869189c,2026-02-26T18:46:40,mobile_app_voice,ios,Rivers,en,How much is it?,0.868,7,fees_information,test
utt_ng_f2fb8c28,2026-02-25T10:29:40,whatsapp_voice_note,ios,Kano,mixed,Mo fe mọ se mo qualify o,0.937,6,service_eligibility,test
utt_ng_08a955ac,2026-02-23T13:58:40,whatsapp_voice_note,feature_phone,Ibadan,en,Book me an appointment,0.738,11,appointment_booking,test
utt_ng_e4c9958a,2026-02-24T06:08:40,voice_call,android,Abuja,en,I need to make an appointment,0.841,6,appointment_booking,test
utt_ng_a340b068,2026-02-25T02:49:40,mobile_app_voice,feature_phone,Delta,mixed,Am I eligible?,0.699,3,service_eligibility,test
utt_ng_dcc08226,2026-03-03T23:40:40,mobile_app_voice,web,Abuja,mixed,Mo want to cancel,0.839,5,cancel_or_reschedule_appointment,test
utt_ng_41451f19,2026-02-15T09:09:40,ivr,ios,Lagos,yo,Bawo ni awọn dokumẹnti ti mo nilo?,0.765,12,requirements_information,test
utt_ng_2cd5b9d9,2026-02-19T10:37:40,whatsapp_voice_note,web,Lagos,mixed,Upload ko work,0.77,9,document_upload_help,test
utt_ng_6883c2a7,2026-02-22T10:00:40,whatsapp_voice_note,ios,Abuja,en,I'm having payment issues,0.721,3,payment_help,test
utt_ng_aafe1f08,2026-03-07T17:06:40,ivr,android,Kano,en,Help me reset my password,0.848,3,reset_password_login_help,test
utt_ng_c4ddcc23,2026-02-16T06:27:40,ivr,android,Enugu,mixed,Mo have issue,0.766,12,complaint_or_support_ticket,test
utt_ng_b194920e,2026-03-04T06:53:40,voice_call,android,Kaduna,mixed,Mo want to speak to agent,0.676,4,speak_to_agent,test
utt_ng_031b2882,2026-03-14T14:05:40,voice_call,web,Kaduna,mixed,Mo have problem pẹlu uplod,0.666,3,document_upload_help,test
utt_ng_78e55874,2026-02-24T08:24:40,whatsapp_voice_note,android,Ibadan,en,Can I book an appointment?,0.726,10,appointment_booking,test
utt_ng_a56337e5,2026-03-08T08:40:40,whatsapp_voice_note,android,Enugu,mixed,Mo fe report problem,0.684,3,complaint_or_support_ticket,test
utt_ng_fb69813d,2026-02-25T07:56:40,whatsapp_voice_note,feature_phone,Lagos,mixed,Mo want to report,0.901,6,complaint_or_support_ticket,test
utt_ng_cb9ed149,2026-03-02T04:03:40,whatsapp_voice_note,feature_phone,Delta,mixed,Mo have issue,0.774,12,complaint_or_support_ticket,test
utt_ng_bcb56b0c,2026-02-28T09:49:40,mobile_app_voice,web,Kaduna,mixed,Upload mi ko work,0.95,5,document_upload_help,test
utt_ng_8c012655,2026-02-13T11:36:40,ivr,android,Enugu,en,Can I speak to someone?,0.795,9,speak_to_agent,test
utt_ng_89cf1552,2026-02-25T21:30:40,mobile_app_voice,feature_phone,Lagos,en,Can't log in,0.907,5,reset_password_login_help,test
utt_ng_88de2916,2026-02-14T04:03:40,ivr,web,Kano,yo,Mo fe mọ awọn requirements,0.666,3,requirements_information,test
utt_ng_1d0fd2c5,2026-03-11T18:42:40,mobile_app_voice,android,Ibadan,yo,Mo need to start application,0.932,9,start_new_application,test
utt_ng_652eb993,2026-03-11T14:25:40,ivr,ios,Kaduna,mixed,Mo want to correct,0.844,8,update_application_details,test
utt_ng_1226b44d,2026-03-05T16:26:40,mobile_app_voice,ios,Abuja,en,Book appointment for me,0.704,6,appointment_booking,test
utt_ng_8d7bae50,2026-02-26T19:20:40,voice_call,android,Abuja,mixed,Mo fe make complaint,0.686,6,complaint_or_support_ticket,test
utt_ng_17337961,2026-02-19T06:28:40,whatsapp_voice_note,web,Abuja,mixed,Mo have problem pẹlu upoad o,0.743,4,document_upload_help,test
utt_ng_6b61ca94,2026-02-22T23:23:40,mobile_app_voice,feature_phone,Oyo,en,My payment is not going through,0.765,7,payment_help,test
utt_ng_d9ed8f50,2026-03-14T23:34:40,mobile_app_voice,web,Rivers,mixed,Mo want to correct,0.86,10,update_application_details,test
utt_ng_1c81c431,2026-02-15T12:44:40,whatsapp_voice_note,ios,Kaduna,mixed,Mo fe connect to person,0.915,3,speak_to_agent,test
utt_ng_821567ba,2026-02-17T02:03:40,ivr,ios,Oyo,mixed,Mo fe correct mistake mi,0.743,11,update_application_details,test
utt_ng_adf8ca22,2026-02-25T04:21:40,voice_call,android,Kaduna,yo,Mo fe start application tuntun,0.78,5,start_new_application,test
utt_ng_0bf61fb4,2026-02-26T18:31:40,voice_call,ios,Oyo,en,Payment not working,0.757,8,payment_help,test
utt_ng_6b53cf18,2026-02-26T22:29:40,whatsapp_voice_note,android,Delta,yo,"Ehen, Kini awọn dokumẹnti ti mo nilo?",0.913,5,requirements_information,test
utt_ng_c58bc0a7,2026-03-07T04:26:40,ivr,feature_phone,Port Harcourt,yo,"Ehen, Kini awọn nkan ti mo nilo fun passport?",0.769,10,requirements_information,test
utt_ng_d34a2a05,2026-03-13T00:24:40,ivr,android,Oyo,mixed,Mo fe help to upload o,0.674,8,document_upload_help,test
utt_ng_34563877,2026-03-10T15:21:40,mobile_app_voice,web,Abuja,mixed,Mo fe start application fun driving license,0.724,9,start_new_application,test
utt_ng_ee3367f7,2026-03-01T11:51:40,mobile_app_voice,android,Kaduna,mixed,Mo fe speak to person,0.791,7,speak_to_agent,test
utt_ng_55e6e004,2026-03-02T15:34:40,mobile_app_voice,ios,Ibadan,en,Pay problem,0.827,10,payment_help,test
utt_ng_aea71837,2026-03-04T14:49:40,whatsapp_voice_note,ios,Rivers,en,Can't log in o,0.799,5,reset_password_login_help,test
utt_ng_bd551d2f,2026-02-26T05:33:40,mobile_app_voice,ios,Delta,en,How much is it!,0.684,12,fees_information,test
utt_ng_987c9896,2026-03-14T07:26:40,whatsapp_voice_note,web,Enugu,en,I forgot passwrd,0.663,12,reset_password_login_help,test
utt_ng_79dae37a,2026-03-05T05:44:40,voice_call,feature_phone,Rivers,en,I want to talk to a person,0.822,10,speak_to_agent,test
utt_ng_963b7142,2026-02-19T20:04:40,voice_call,ios,Port Harcourt,mixed,Mo need to update now,0.811,11,update_application_details,test
